INIZIO_TRIM;FINE_TRIM;CATEGORIA_OPERAZIONI ;CLASSE_IMPORTO;TEGM;SOGLIA 2
01/04/2016;30/06/2016;ALTRI FINANZIAMENTI ALLE FAMIGLIE E ALLE IMPRESE (dal 1° aprile 2010);intera distribuzione;10,3;16,87
01/04/2016;30/06/2016;LEASING AUTOVEICOLI E AERONAVALI (dal 1° gennaio 2010);fino a 25.000 euro;6,88;12,6
01/04/2016;30/06/2016;LEASING AUTOVEICOLI E AERONAVALI (dal 1° gennaio 2010);oltre 25.000 euro;6,38;11,97
01/04/2016;30/06/2016;LEASING IMMOBILIARE A TASSO FISSO (dal 1° aprile 2011);intera distribuzione;5,34;10,67
01/04/2016;30/06/2016;LEASING IMMOBILIARE A TASSO VARIABILE (dal 1° aprile 2011);intera distribuzione;3,52;8,4
01/04/2016;30/06/2016;LEASING STRUMENTALE (dal 1° gennaio 2010);fino a 25.000 euro;8,09;14,11
01/04/2016;30/06/2016;LEASING STRUMENTALE (dal 1° gennaio 2010);oltre 25.000 euro;4,58;9,72
01/04/2016;30/06/2016;CREDITO FINALIZZATO ALL'ACQUISTO RATEALE (dal 1° gennaio 2010);fino a 5.000 euro;11,87;18,84
01/04/2016;30/06/2016;CREDITO FINALIZZATO ALL'ACQUISTO RATEALE (dal 1° gennaio 2010);oltre 5.000 euro;9,25;15,56
01/04/2016;30/06/2016;CREDITO REVOLVING (dal 1° gennaio 2010);fino a 5.000 euro;16,34;24,34
01/04/2016;30/06/2016;CREDITO REVOLVING (dal 1° gennaio 2010);oltre 5.000 euro;13,58;20,97
01/04/2016;30/06/2016;MUTUI IPOTECARI A TASSO FISSO (dal 1° luglio 2004);intera distribuzione;3,39;8,24
01/04/2016;30/06/2016;MUTUI IPOTECARI A TASSO VARIABILE (dal 1° luglio 2004);intera distribuzione;2,72;7,4
01/04/2016;30/06/2016;PRESTITI CONTRO CESSIONE DEL QUINTO STIPENDIO E PENSIONE (dal 1° gennaio 2010);fino a 5.000 euro;12,16;19,2
01/04/2016;30/06/2016;PRESTITI CONTRO CESSIONE DEL QUINTO STIPENDIO E PENSIONE (dal 1° gennaio 2010);oltre 5.000 euro;10,79;17,49
01/07/2016;30/09/2016;APERTURE DI CREDITO IN CONTO CORRENTE;fino a 5.000 euro;11,4;18,25
01/07/2016;30/09/2016;APERTURE DI CREDITO IN CONTO CORRENTE;oltre 5.000 euro;9,27;15,59
01/07/2016;30/09/2016;SCOPERTI SENZA AFFIDAMENTO (dal 1° gennaio 2010);fino a 1.500 euro;15,87;23,84
01/07/2016;30/09/2016;SCOPERTI SENZA AFFIDAMENTO (dal 1° gennaio 2010);oltre 1.500 euro;14,64;22,3
01/07/2016;30/09/2016;ANTICIPI E SCONTI (dal 1° aprile 2010);fino a 5.000 euro;9,12;15,4
01/07/2016;30/09/2016;ANTICIPI E SCONTI (dal 1° aprile 2010);da 5.000 a 100.000 euro;7,45;13,31
01/07/2016;30/09/2016;ANTICIPI E SCONTI (dal 1° aprile 2010);oltre 100.000 euro;4,48;9,6
01/07/2016;30/09/2016;FACTORING;fino a 50.000 euro;5,52;10,9
01/07/2016;30/09/2016;FACTORING;oltre 50.000 euro;3,36;8,2
01/07/2016;30/09/2016;CREDITO PERSONALE (dal 1° gennaio 2010);intera distribuzione;10,59;17,24
01/07/2016;30/09/2016;ALTRI FINANZIAMENTI ALLE FAMIGLIE E ALLE IMPRESE (dal 1° aprile 2010);intera distribuzione;10,37;16,96
01/07/2016;30/09/2016;LEASING AUTOVEICOLI E AERONAVALI (dal 1° gennaio 2010);fino a 25.000 euro;5,95;11,44
01/07/2016;30/09/2016;LEASING AUTOVEICOLI E AERONAVALI (dal 1° gennaio 2010);oltre 25.000 euro;6,04;11,55
01/07/2016;30/09/2016;LEASING IMMOBILIARE A TASSO FISSO (dal 1° aprile 2011);intera distribuzione;4,64;9,8
01/07/2016;30/09/2016;LEASING IMMOBILIARE A TASSO VARIABILE (dal 1° aprile 2011);intera distribuzione;3,45;8,31
01/07/2016;30/09/2016;LEASING STRUMENTALE (dal 1° gennaio 2010);fino a 25.000 euro;8,23;14,29
01/07/2016;30/09/2016;LEASING STRUMENTALE (dal 1° gennaio 2010);oltre 25.000 euro;4,42;9,52
01/07/2016;30/09/2016;CREDITO FINALIZZATO ALL'ACQUISTO RATEALE (dal 1° gennaio 2010);fino a 5.000 euro;11,73;18,66
01/07/2016;30/09/2016;CREDITO FINALIZZATO ALL'ACQUISTO RATEALE (dal 1° gennaio 2010);oltre 5.000 euro;9;15,25
01/07/2016;30/09/2016;CREDITO REVOLVING (dal 1° gennaio 2010);fino a 5.000 euro;16,43;24,43
01/07/2016;30/09/2016;CREDITO REVOLVING (dal 1° gennaio 2010);oltre 5.000 euro;13,82;21,27
01/07/2016;30/09/2016;MUTUI IPOTECARI A TASSO FISSO (dal 1° luglio 2004);intera distribuzione;3,18;7,97
01/07/2016;30/09/2016;MUTUI IPOTECARI A TASSO VARIABILE (dal 1° luglio 2004);intera distribuzione;2,6;7,25
01/07/2016;30/09/2016;PRESTITI CONTRO CESSIONE DEL QUINTO STIPENDIO E PENSIONE (dal 1° gennaio 2010);fino a 5.000 euro;11,91;18,89
01/07/2016;30/09/2016;PRESTITI CONTRO CESSIONE DEL QUINTO STIPENDIO E PENSIONE (dal 1° gennaio 2010);oltre 5.000 euro;10,54;17,17
01/10/2016;31/12/2016;APERTURE DI CREDITO IN CONTO CORRENTE;fino a 5.000 euro;11,35;18,19
01/10/2016;31/12/2016;APERTURE DI CREDITO IN CONTO CORRENTE;oltre 5.000 euro;9,12;15,4
01/10/2016;31/12/2016;SCOPERTI SENZA AFFIDAMENTO (dal 1° gennaio 2010);fino a 1.500 euro;15,87;23,84
01/10/2016;31/12/2016;SCOPERTI SENZA AFFIDAMENTO (dal 1° gennaio 2010);oltre 1.500 euro;14,53;22,16
01/10/2016;31/12/2016;ANTICIPI E SCONTI (dal 1° aprile 2010);fino a 5.000 euro;8,69;14,86
01/10/2016;31/12/2016;ANTICIPI E SCONTI (dal 1° aprile 2010);da 5.000 a 100.000 euro;7,25;13,06
01/10/2016;31/12/2016;ANTICIPI E SCONTI (dal 1° aprile 2010);oltre 100.000 euro;4,37;9,46
01/10/2016;31/12/2016;FACTORING;fino a 50.000 euro;5,5;10,88
01/10/2016;31/12/2016;FACTORING;oltre 50.000 euro;3,15;7,94
01/10/2016;31/12/2016;CREDITO PERSONALE (dal 1° gennaio 2010);intera distribuzione;10,52;17,15
01/10/2016;31/12/2016;ALTRI FINANZIAMENTI ALLE FAMIGLIE E ALLE IMPRESE (dal 1° aprile 2010);intera distribuzione;10,32;16,9
01/10/2016;31/12/2016;LEASING AUTOVEICOLI E AERONAVALI (dal 1° gennaio 2010);fino a 25.000 euro;5,88;11,35
01/10/2016;31/12/2016;LEASING AUTOVEICOLI E AERONAVALI (dal 1° gennaio 2010);oltre 25.000 euro;5,73;11,16
01/10/2016;31/12/2016;LEASING IMMOBILIARE A TASSO FISSO (dal 1° aprile 2011);intera distribuzione;4,7;9,88
01/10/2016;31/12/2016;LEASING IMMOBILIARE A TASSO VARIABILE (dal 1° aprile 2011);intera distribuzione;3,31;8,14
01/10/2016;31/12/2016;LEASING STRUMENTALE (dal 1° gennaio 2010);fino a 25.000 euro;8,09;14,11
01/10/2016;31/12/2016;LEASING STRUMENTALE (dal 1° gennaio 2010);oltre 25.000 euro;4,18;9,23
01/10/2016;31/12/2016;CREDITO FINALIZZATO ALL'ACQUISTO RATEALE (dal 1° gennaio 2010);fino a 5.000 euro;11,6;18,5
01/10/2016;31/12/2016;CREDITO FINALIZZATO ALL'ACQUISTO RATEALE (dal 1° gennaio 2010);oltre 5.000 euro;8,92;15,15
01/10/2016;31/12/2016;CREDITO REVOLVING (dal 1° gennaio 2010);fino a 5.000 euro;16,41;24,41
01/10/2016;31/12/2016;CREDITO REVOLVING (dal 1° gennaio 2010);oltre 5.000 euro;13,88;21,35
01/10/2016;31/12/2016;MUTUI IPOTECARI A TASSO FISSO (dal 1° luglio 2004);intera distribuzione;3,04;7,8
01/10/2016;31/12/2016;MUTUI IPOTECARI A TASSO VARIABILE (dal 1° luglio 2004);intera distribuzione;2,5;7,13
01/10/2016;31/12/2016;PRESTITI CONTRO CESSIONE DEL QUINTO STIPENDIO E PENSIONE (dal 1° gennaio 2010);fino a 5.000 euro;11,39;18,24
01/10/2016;31/12/2016;PRESTITI CONTRO CESSIONE DEL QUINTO STIPENDIO E PENSIONE (dal 1° gennaio 2010);oltre 5.000 euro;10,57;17,21
01/01/2017;31/03/2017;APERTURE DI CREDITO IN CONTO CORRENTE;fino a 5.000 euro;11,25;18,06
01/01/2017;31/03/2017;APERTURE DI CREDITO IN CONTO CORRENTE;oltre 5.000 euro;8,97;15,21
01/01/2017;31/03/2017;SCOPERTI SENZA AFFIDAMENTO (dal 1° gennaio 2010);fino a 1.500 euro;15,77;23,71
01/01/2017;31/03/2017;SCOPERTI SENZA AFFIDAMENTO (dal 1° gennaio 2010);oltre 1.500 euro;14,56;22,2
01/01/2017;31/03/2017;ANTICIPI E SCONTI (dal 1° aprile 2010);fino a 5.000 euro;8,74;14,93
01/01/2017;31/03/2017;ANTICIPI E SCONTI (dal 1° aprile 2010);da 5.000 a 100.000 euro;7,21;13,01
01/01/2017;31/03/2017;ANTICIPI E SCONTI (dal 1° aprile 2010);oltre 100.000 euro;4,3;9,38
01/01/2017;31/03/2017;FACTORING;fino a 50.000 euro;5,46;10,83
01/01/2017;31/03/2017;FACTORING;oltre 50.000 euro;3,07;7,84
01/01/2017;31/03/2017;CREDITO PERSONALE (dal 1° gennaio 2010);intera distribuzione;10,49;17,11
01/01/2017;31/03/2017;ALTRI FINANZIAMENTI ALLE FAMIGLIE E ALLE IMPRESE (dal 1° aprile 2010);intera distribuzione;10,59;17,24
01/01/2017;31/03/2017;LEASING AUTOVEICOLI E AERONAVALI (dal 1° gennaio 2010);fino a 25.000 euro;6;11,5
01/01/2017;31/03/2017;LEASING AUTOVEICOLI E AERONAVALI (dal 1° gennaio 2010);oltre 25.000 euro;5,56;10,95
01/01/2017;31/03/2017;LEASING IMMOBILIARE A TASSO FISSO (dal 1° aprile 2011);intera distribuzione;4,82;10,03
01/01/2017;31/03/2017;LEASING IMMOBILIARE A TASSO VARIABILE (dal 1° aprile 2011);intera distribuzione;3,27;8,09
01/01/2017;31/03/2017;LEASING STRUMENTALE (dal 1° gennaio 2010);fino a 25.000 euro;7,94;13,93
01/01/2017;31/03/2017;LEASING STRUMENTALE (dal 1° gennaio 2010);oltre 25.000 euro;4,04;9,05
01/01/2017;31/03/2017;CREDITO FINALIZZATO ALL'ACQUISTO RATEALE (dal 1° gennaio 2010);fino a 5.000 euro;11,36;18,2
01/01/2017;31/03/2017;CREDITO FINALIZZATO ALL'ACQUISTO RATEALE (dal 1° gennaio 2010);oltre 5.000 euro;8,98;15,23
01/01/2017;31/03/2017;CREDITO REVOLVING (dal 1° gennaio 2010);fino a 5.000 euro;16,35;24,35
01/01/2017;31/03/2017;CREDITO REVOLVING (dal 1° gennaio 2010);oltre 5.000 euro;14,22;21,78
01/01/2017;31/03/2017;MUTUI IPOTECARI A TASSO FISSO (dal 1° luglio 2004);intera distribuzione;2,77;7,46
01/01/2017;31/03/2017;MUTUI IPOTECARI A TASSO VARIABILE (dal 1° luglio 2004);intera distribuzione;2,52;7,15
01/01/2017;31/03/2017;PRESTITI CONTRO CESSIONE DEL QUINTO STIPENDIO E PENSIONE (dal 1° gennaio 2010);fino a 5.000 euro;11,39;18,24
01/01/2017;31/03/2017;PRESTITI CONTRO CESSIONE DEL QUINTO STIPENDIO E PENSIONE (dal 1° gennaio 2010);oltre 5.000 euro;10,47;17,09
01/04/2017;30/06/2017;APERTURE DI CREDITO IN CONTO CORRENTE;fino a 5.000 euro;11,37;18,21
01/04/2017;30/06/2017;APERTURE DI CREDITO IN CONTO CORRENTE;oltre 5.000 euro;9,09;15,36
01/04/2017;30/06/2017;SCOPERTI SENZA AFFIDAMENTO (dal 1° gennaio 2010);fino a 1.500 euro;17,12;25,12
01/04/2017;30/06/2017;SCOPERTI SENZA AFFIDAMENTO (dal 1° gennaio 2010);oltre 1.500 euro;15,36;23,2
01/04/2017;30/06/2017;ANTICIPI, SCONTI COMMERCIALI E FINANZIAMENTI ALL'IMPORTAZIONE;fino a 50.000 euro;7,32;13,15
01/04/2017;30/06/2017;ANTICIPI, SCONTI COMMERCIALI E FINANZIAMENTI ALL'IMPORTAZIONE;da 50.000 a 200.000 euro;5,52;10,9
01/04/2017;30/06/2017;ANTICIPI, SCONTI COMMERCIALI E FINANZIAMENTI ALL'IMPORTAZIONE;oltre 200.000 euro;3,58;8,48
01/04/2017;30/06/2017;FACTORING;fino a 50.000 euro;4,84;10,05
01/04/2017;30/06/2017;FACTORING;oltre 50.000 euro;2,86;7,58
01/04/2017;30/06/2017;CREDITO PERSONALE (dal 1° gennaio 2010);intera distribuzione;10,37;16,96
01/04/2017;30/06/2017;ALTRI FINANZIAMENTI ALLE FAMIGLIE E ALLE IMPRESE (dal 1° aprile 2010);intera distribuzione;10,27;16,84
01/04/2017;30/06/2017;LEASING AUTOVEICOLI E AERONAVALI (dal 1° gennaio 2010);fino a 25.000 euro;7,6;13,5
01/04/2017;30/06/2017;LEASING AUTOVEICOLI E AERONAVALI (dal 1° gennaio 2010);oltre 25.000 euro;6,54;12,18
01/04/2017;30/06/2017;LEASING IMMOBILIARE A TASSO FISSO (dal 1° aprile 2011);intera distribuzione;4,36;9,45
01/04/2017;30/06/2017;LEASING IMMOBILIARE A TASSO VARIABILE (dal 1° aprile 2011);intera distribuzione;3,24;8,05
01/04/2017;30/06/2017;LEASING STRUMENTALE (dal 1° gennaio 2010);fino a 25.000 euro;8,01;14,01
01/04/2017;30/06/2017;LEASING STRUMENTALE (dal 1° gennaio 2010);oltre 25.000 euro;4,19;9,24
01/04/2017;30/06/2017;CREDITO FINALIZZATO ALL'ACQUISTO RATEALE ;intera distribuzione;9,87;16,34
01/04/2017;30/06/2017;CREDITO REVOLVING (dal 1° gennaio 2010);fino a 10.000 euro;16,3;24,3
01/04/2017;30/06/2017;CREDITO REVOLVING (dal 1° gennaio 2010);oltre 10.000 euro;11,79;18,74
01/04/2017;30/06/2017;FINANZIAMENTI RATEALI CON CARTE DI CREDITO (dal 1° aprile 2017);intera distribuzione;13,08;20,35
01/04/2017;30/06/2017;MUTUI IPOTECARI A TASSO FISSO (dal 1° luglio 2004);intera distribuzione;2,65;7,31
01/04/2017;30/06/2017;MUTUI IPOTECARI A TASSO VARIABILE (dal 1° luglio 2004);intera distribuzione;2,47;7,09
01/04/2017;30/06/2017;PRESTITI CONTRO CESSIONE DEL QUINTO STIPENDIO E PENSIONE (dal 1° gennaio 2010);fino a 15.000 euro;11,58;18,48
01/04/2017;30/06/2017;PRESTITI CONTRO CESSIONE DEL QUINTO STIPENDIO E PENSIONE (dal 1° gennaio 2010);oltre 15.000 euro;9,42;15,78
01/07/2017;30/09/2017;APERTURE DI CREDITO IN CONTO CORRENTE;fino a 5.000 euro;11,29;18,11
01/07/2017;30/09/2017;APERTURE DI CREDITO IN CONTO CORRENTE;oltre 5.000 euro;9,07;15,34
01/07/2017;30/09/2017;SCOPERTI SENZA AFFIDAMENTO (dal 1° gennaio 2010);fino a 1.500 euro;16,86;24,86
01/07/2017;30/09/2017;SCOPERTI SENZA AFFIDAMENTO (dal 1° gennaio 2010);oltre 1.500 euro;15,45;23,31
01/07/2017;30/09/2017;ANTICIPI, SCONTI COMMERCIALI E FINANZIAMENTI ALL'IMPORTAZIONE;fino a 50.000 euro;7,6;13,5
01/07/2017;30/09/2017;ANTICIPI, SCONTI COMMERCIALI E FINANZIAMENTI ALL'IMPORTAZIONE;da 50.000 a 200.000 euro;5,48;10,85
01/07/2017;30/09/2017;ANTICIPI, SCONTI COMMERCIALI E FINANZIAMENTI ALL'IMPORTAZIONE;oltre 200.000 euro;3,52;8,4
01/07/2017;30/09/2017;FACTORING;fino a 50.000 euro;5,12;10,4
01/07/2017;30/09/2017;FACTORING;oltre 50.000 euro;2,88;7,6
01/07/2017;30/09/2017;CREDITO PERSONALE (dal 1° gennaio 2010);intera distribuzione;10,33;16,91
01/07/2017;30/09/2017;ALTRI FINANZIAMENTI ALLE FAMIGLIE E ALLE IMPRESE (dal 1° aprile 2010);intera distribuzione;10,58;17,23
01/07/2017;30/09/2017;LEASING AUTOVEICOLI E AERONAVALI (dal 1° gennaio 2010);fino a 25.000 euro;7,65;13,56
01/07/2017;30/09/2017;LEASING AUTOVEICOLI E AERONAVALI (dal 1° gennaio 2010);oltre 25.000 euro;6,7;12,38
01/07/2017;30/09/2017;LEASING IMMOBILIARE A TASSO FISSO (dal 1° aprile 2011);intera distribuzione;4,06;9,08
01/07/2017;30/09/2017;LEASING IMMOBILIARE A TASSO VARIABILE (dal 1° aprile 2011);intera distribuzione;3,48;8,35
01/07/2017;30/09/2017;LEASING STRUMENTALE (dal 1° gennaio 2010);fino a 25.000 euro;7,98;13,98
01/07/2017;30/09/2017;LEASING STRUMENTALE (dal 1° gennaio 2010);oltre 25.000 euro;4,24;9,3
01/07/2017;30/09/2017;CREDITO FINALIZZATO ALL'ACQUISTO RATEALE ;intera distribuzione;10,05;16,56
01/07/2017;30/09/2017;CREDITO REVOLVING (dal 1° gennaio 2010);fino a 10.000 euro;16,37;24,37
01/07/2017;30/09/2017;CREDITO REVOLVING (dal 1° gennaio 2010);oltre 10.000 euro;12,04;19,05
01/07/2017;30/09/2017;FINANZIAMENTI RATEALI CON CARTE DI CREDITO (dal 1° aprile 2017);intera distribuzione;12,75;19,94
01/07/2017;30/09/2017;MUTUI IPOTECARI A TASSO FISSO (dal 1° luglio 2004);intera distribuzione;2,79;7,49
01/07/2017;30/09/2017;MUTUI IPOTECARI A TASSO VARIABILE (dal 1° luglio 2004);intera distribuzione;2,43;7,04
01/07/2017;30/09/2017;PRESTITI CONTRO CESSIONE DEL QUINTO STIPENDIO E PENSIONE (dal 1° gennaio 2010);fino a 15.000 euro;11,45;18,31
01/07/2017;30/09/2017;PRESTITI CONTRO CESSIONE DEL QUINTO STIPENDIO E PENSIONE (dal 1° gennaio 2010);oltre 15.000 euro;9,33;15,66
01/10/2017;31/12/2017;APERTURE DI CREDITO IN CONTO CORRENTE;fino a 5.000 euro;11,09;17,86
01/10/2017;31/12/2017;APERTURE DI CREDITO IN CONTO CORRENTE;oltre 5.000 euro;8,92;15,15
01/10/2017;31/12/2017;SCOPERTI SENZA AFFIDAMENTO (dal 1° gennaio 2010);fino a 1.500 euro;16,07;24,07
01/10/2017;31/12/2017;SCOPERTI SENZA AFFIDAMENTO (dal 1° gennaio 2010);oltre 1.500 euro;14,76;22,45
01/10/2017;31/12/2017;ANTICIPI, SCONTI COMMERCIALI E FINANZIAMENTI ALL'IMPORTAZIONE;fino a 50.000 euro;7,43;13,29
01/10/2017;31/12/2017;ANTICIPI, SCONTI COMMERCIALI E FINANZIAMENTI ALL'IMPORTAZIONE;da 50.000 a 200.000 euro;5,33;10,66
01/10/2017;31/12/2017;ANTICIPI, SCONTI COMMERCIALI E FINANZIAMENTI ALL'IMPORTAZIONE;oltre 200.000 euro;3,40;8,25
01/10/2017;31/12/2017;FACTORING;fino a 50.000 euro;5,06;10,33
01/10/2017;31/12/2017;FACTORING;oltre 50.000 euro;2,81;7,51
01/10/2017;31/12/2017;CREDITO PERSONALE (dal 1° gennaio 2010);intera distribuzione;10,23;16,79
01/10/2017;31/12/2017;ALTRI FINANZIAMENTI ALLE FAMIGLIE E ALLE IMPRESE (dal 1° aprile 2010);intera distribuzione;10,55;17,19
01/10/2017;31/12/2017;LEASING AUTOVEICOLI E AERONAVALI (dal 1° gennaio 2010);fino a 25.000 euro;6,89;12,61
01/10/2017;31/12/2017;LEASING AUTOVEICOLI E AERONAVALI (dal 1° gennaio 2010);oltre 25.000 euro;6,48;12,10
01/10/2017;31/12/2017;LEASING IMMOBILIARE A TASSO FISSO (dal 1° aprile 2011);intera distribuzione;3,98;8,98
01/10/2017;31/12/2017;LEASING IMMOBILIARE A TASSO VARIABILE (dal 1° aprile 2011);intera distribuzione;3,22;8,03
01/10/2017;31/12/2017;LEASING STRUMENTALE (dal 1° gennaio 2010);fino a 25.000 euro;7,94;13,93
01/10/2017;31/12/2017;LEASING STRUMENTALE (dal 1° gennaio 2010);oltre 25.000 euro;4,23;9,29
01/10/2017;31/12/2017;CREDITO FINALIZZATO ALL'ACQUISTO RATEALE ;intera distribuzione;9,64;16,05
01/10/2017;31/12/2017;CREDITO REVOLVING (dal 1° gennaio 2010);intera distribuzione;16,15;24,15
01/10/2017;31/12/2017;FINANZIAMENTI RATEALI CON CARTE DI CREDITO (dal 1° aprile 2017);intera distribuzione;12,36;19,45
01/10/2017;31/12/2017;MUTUI IPOTECARI A TASSO FISSO (dal 1° luglio 2004);intera distribuzione;2,91;7,64
01/10/2017;31/12/2017;MUTUI IPOTECARI A TASSO VARIABILE (dal 1° luglio 2004);intera distribuzione;2,45;7,06
01/10/2017;31/12/2017;PRESTITI CONTRO CESSIONE DEL QUINTO STIPENDIO E PENSIONE (dal 1° gennaio 2010);fino a 15.000 euro;11,81;18,76
01/10/2017;31/12/2017;PRESTITI CONTRO CESSIONE DEL QUINTO STIPENDIO E PENSIONE (dal 1° gennaio 2010);oltre 15.000 euro;9,04;15,30
01/01/2018;31/03/2018;APERTURE DI CREDITO IN CONTO CORRENTE;fino a 5.000 euro;11,02;17,77
01/01/2018;31/03/2018;APERTURE DI CREDITO IN CONTO CORRENTE;oltre 5.000 euro;8,83;15,04
01/01/2018;31/03/2018;SCOPERTI SENZA AFFIDAMENTO (dal 1° gennaio 2010);fino a 1.500 euro;16,03;24,03
01/01/2018;31/03/2018;SCOPERTI SENZA AFFIDAMENTO (dal 1° gennaio 2010);oltre 1.500 euro;14,70;22,38
01/01/2018;31/03/2018;ANTICIPI, SCONTI COMMERCIALI E FINANZIAMENTI ALL'IMPORTAZIONE;fino a 50.000 euro;7,38;13,23
01/01/2018;31/03/2018;ANTICIPI, SCONTI COMMERCIALI E FINANZIAMENTI ALL'IMPORTAZIONE;da 50.000 a 200.000 euro;5,30;10,62
01/01/2018;31/03/2018;ANTICIPI, SCONTI COMMERCIALI E FINANZIAMENTI ALL'IMPORTAZIONE;oltre 200.000 euro;3,33;8,16
01/01/2018;31/03/2018;FACTORING;fino a 50.000 euro;5,33;10,66
01/01/2018;31/03/2018;FACTORING;oltre 50.000 euro;2,75;7,44
01/01/2018;31/03/2018;CREDITO PERSONALE (dal 1° gennaio 2010);intera distribuzione;10,25;16,81
01/01/2018;31/03/2018;ALTRI FINANZIAMENTI ALLE FAMIGLIE E ALLE IMPRESE (dal 1° aprile 2010);intera distribuzione;10,74;17,43
01/01/2018;31/03/2018;LEASING AUTOVEICOLI E AERONAVALI (dal 1° gennaio 2010);fino a 25.000 euro;7,33;13,17
01/01/2018;31/03/2018;LEASING AUTOVEICOLI E AERONAVALI (dal 1° gennaio 2010);oltre 25.000 euro;6,42;12,02
01/01/2018;31/03/2018;LEASING IMMOBILIARE A TASSO FISSO (dal 1° aprile 2011);intera distribuzione;3,92;8,90
01/01/2018;31/03/2018;LEASING IMMOBILIARE A TASSO VARIABILE (dal 1° aprile 2011);intera distribuzione;3,27;8,09
01/01/2018;31/03/2018;LEASING STRUMENTALE (dal 1° gennaio 2010);fino a 25.000 euro;7,63;13,53
01/01/2018;31/03/2018;LEASING STRUMENTALE (dal 1° gennaio 2010);oltre 25.000 euro;4,24;9,30
01/01/2018;31/03/2018;CREDITO FINALIZZATO ALL'ACQUISTO RATEALE ;intera distribuzione;9,40;15,75
01/01/2018;31/03/2018;CREDITO REVOLVING (dal 1° gennaio 2010);intera distribuzione;16,15;24,15
01/01/2018;31/03/2018;FINANZIAMENTI RATEALI CON CARTE DI CREDITO (dal 1° aprile 2017);intera distribuzione;12,22;19,28
01/01/2018;31/03/2018;MUTUI IPOTECARI A TASSO FISSO (dal 1° luglio 2004);intera distribuzione;2,94;7,67
01/01/2018;31/03/2018;MUTUI IPOTECARI A TASSO VARIABILE (dal 1° luglio 2004);intera distribuzione;2,43;7,04
01/01/2018;31/03/2018;PRESTITI CONTRO CESSIONE DEL QUINTO STIPENDIO E PENSIONE (dal 1° gennaio 2010);fino a 15.000 euro;11,68;18,60
01/01/2018;31/03/2018;PRESTITI CONTRO CESSIONE DEL QUINTO STIPENDIO E PENSIONE (dal 1° gennaio 2010);oltre 15.000 euro;8,97;15,22
01/04/2018;30/06/2018;APERTURE DI CREDITO IN CONTO CORRENTE;fino a 5.000 euro;10,96;17,70
01/04/2018;30/06/2018;APERTURE DI CREDITO IN CONTO CORRENTE;oltre 5.000 euro;8,74;14,93
01/04/2018;30/06/2018;SCOPERTI SENZA AFFIDAMENTO (dal 1° gennaio 2010);fino a 1.500 euro;15,90;23,88
01/04/2018;30/06/2018;SCOPERTI SENZA AFFIDAMENTO (dal 1° gennaio 2010);oltre 1.500 euro;14,73;22,41
01/04/2018;30/06/2018;ANTICIPI, SCONTI COMMERCIALI E FINANZIAMENTI ALL'IMPORTAZIONE;fino a 50.000 euro;7,32;13,15
01/04/2018;30/06/2018;ANTICIPI, SCONTI COMMERCIALI E FINANZIAMENTI ALL'IMPORTAZIONE;da 50.000 a 200.000 euro;5,24;10,55
01/04/2018;30/06/2018;ANTICIPI, SCONTI COMMERCIALI E FINANZIAMENTI ALL'IMPORTAZIONE;oltre 200.000 euro;3,27;8,09
01/04/2018;30/06/2018;FACTORING;fino a 50.000 euro;5,22;10,53
01/04/2018;30/06/2018;FACTORING;oltre 50.000 euro;2,64;7,30
01/04/2018;30/06/2018;CREDITO PERSONALE (dal 1° gennaio 2010);intera distribuzione;9,94;16,43
01/04/2018;30/06/2018;ALTRI FINANZIAMENTI ALLE FAMIGLIE E ALLE IMPRESE (dal 1° aprile 2010);intera distribuzione;10,18;16,73
01/04/2018;30/06/2018;LEASING AUTOVEICOLI E AERONAVALI (dal 1° gennaio 2010);fino a 25.000 euro;7,19;12,99
01/04/2018;30/06/2018;LEASING AUTOVEICOLI E AERONAVALI (dal 1° gennaio 2010);oltre 25.000 euro;6,39;11,99
01/04/2018;30/06/2018;LEASING IMMOBILIARE A TASSO FISSO (dal 1° aprile 2011);intera distribuzione;3,82;8,78
01/04/2018;30/06/2018;LEASING IMMOBILIARE A TASSO VARIABILE (dal 1° aprile 2011);intera distribuzione;3,17;7,96
01/04/2018;30/06/2018;LEASING STRUMENTALE (dal 1° gennaio 2010);fino a 25.000 euro;8,05;14,06
01/04/2018;30/06/2018;LEASING STRUMENTALE (dal 1° gennaio 2010);oltre 25.000 euro;4,45;9,56
01/04/2018;30/06/2018;CREDITO FINALIZZATO ALL'ACQUISTO RATEALE ;intera distribuzione;9,36;15,70
01/04/2018;30/06/2018;CREDITO REVOLVING (dal 1° gennaio 2010);intera distribuzione;16,14;24,14
01/04/2018;30/06/2018;FINANZIAMENTI RATEALI CON CARTE DI CREDITO (dal 1° aprile 2017);intera distribuzione;12,21;19,26
01/04/2018;30/06/2018;MUTUI IPOTECARI A TASSO FISSO (dal 1° luglio 2004);intera distribuzione;2,77;7,46
01/04/2018;30/06/2018;MUTUI IPOTECARI A TASSO VARIABILE (dal 1° luglio 2004);intera distribuzione;2,41;7,01
01/04/2018;30/06/2018;PRESTITI CONTRO CESSIONE DEL QUINTO STIPENDIO E PENSIONE (dal 1° gennaio 2010);fino a 15.000 euro;11,75;18,69
01/04/2018;30/06/2018;PRESTITI CONTRO CESSIONE DEL QUINTO STIPENDIO E PENSIONE (dal 1° gennaio 2010);oltre 15.000 euro;8,83;15,04
