INIZIO_TRIM;FINE_TRIM;CATEGORIA_OPERAZIONI ;CLASSE_IMPORTO;TEGM;SOGLIA 2
01/07/2008;30/09/2008;CREDITO FINALIZZATO ALL'ACQUISTO RATEALE E CREDITO REVOLVING (dal 1° luglio 2003 al 31 dicembre 2009);fino a 1.500 euro;16,16;24,24
01/07/2008;30/09/2008;CREDITO FINALIZZATO ALL'ACQUISTO RATEALE E CREDITO REVOLVING (dal 1° luglio 2003 al 31 dicembre 2009);oltre 1.500 fino a 5.000 euro;16,95;25,425
01/07/2008;30/09/2008;CREDITO FINALIZZATO ALL'ACQUISTO RATEALE E CREDITO REVOLVING (dal 1° luglio 2003 al 31 dicembre 2009);oltre 5.000 euro;10,64;15,96
01/07/2008;30/09/2008;MUTUI IPOTECARI A TASSO FISSO (dal 1° luglio 2004);intera distribuzione;5,99;8,985
01/07/2008;30/09/2008;MUTUI IPOTECARI A TASSO VARIABILE (dal 1° luglio 2004);intera distribuzione;5,96;8,94
01/10/2008;31/12/2008;APERTURE DI CREDITO IN CONTO CORRENTE;fino a 5.000 euro;13,27;19,905
01/10/2008;31/12/2008;APERTURE DI CREDITO IN CONTO CORRENTE;oltre 5.000 euro;10,09;15,135
01/10/2008;31/12/2008;ANTICIPI, SCONTI COMMERCIALI E ALTRI FINANZIAMENTI ALLE IMPRESE EFFETTUATI DALLE BANCHE (fino al 31 dicembre 2009);fino a 5.000 euro;7,83;11,745
01/10/2008;31/12/2008;ANTICIPI, SCONTI COMMERCIALI E ALTRI FINANZIAMENTI ALLE IMPRESE EFFETTUATI DALLE BANCHE (fino al 31 dicembre 2009);oltre 5.000 euro;7,15;10,725
01/10/2008;31/12/2008;FACTORING;fino a 50.000 euro;7,8;11,7
01/10/2008;31/12/2008;FACTORING;oltre 50.000 euro;7,14;10,71
01/10/2008;31/12/2008;CREDITI PERSONALI E ALTRI FINANZIAMENTI ALLE FAMIGLIE EFFETTUATI DALLE BANCHE (fino al 31 dicembre 2009);intera distribuzione;10,63;15,945
01/10/2008;31/12/2008;ANTICIPI, SCONTI COMMERCIALI, CREDITI PERSONALI E ALTRI FINANZIAMENTI EFFETTUATI DAGLI INTERMEDIARI NON BANCARI (fino al 31 dicembre 2009);fino a 5.000 euro;16,16;24,24
01/10/2008;31/12/2008;ANTICIPI, SCONTI COMMERCIALI, CREDITI PERSONALI E ALTRI FINANZIAMENTI EFFETTUATI DAGLI INTERMEDIARI NON BANCARI (fino al 31 dicembre 2009);oltre 5.000 euro;12,1;18,15
01/10/2008;31/12/2008;PRESTITI CONTRO CESSIONE DEL QUINTO DELLO STIPENDIO (fino al 31 dicembre 2009);fino a 5.000 euro;13,96;20,94
01/10/2008;31/12/2008;PRESTITI CONTRO CESSIONE DEL QUINTO DELLO STIPENDIO (fino al 31 dicembre 2009);oltre 5.000 euro;10,15;15,225
01/10/2008;31/12/2008;LEASING (fino al 31 dicembre 2009);fino a 5.000 euro;13,3;19,95
01/10/2008;31/12/2008;LEASING (fino al 31 dicembre 2009);oltre 5.000 fino a 25.000 euro;9,79;14,685
01/10/2008;31/12/2008;LEASING (fino al 31 dicembre 2009);oltre 25.000 fino a 50.000 euro;8,62;12,93
01/10/2008;31/12/2008;LEASING (fino al 31 dicembre 2009);oltre 50.000 euro;7,48;11,22
01/10/2008;31/12/2008;CREDITO FINALIZZATO ALL'ACQUISTO RATEALE E CREDITO REVOLVING (dal 1° luglio 2003 al 31 dicembre 2009);fino a 1.500 euro;16,32;24,48
01/10/2008;31/12/2008;CREDITO FINALIZZATO ALL'ACQUISTO RATEALE E CREDITO REVOLVING (dal 1° luglio 2003 al 31 dicembre 2009);oltre 1.500 fino a 5.000 euro;17,18;25,77
01/10/2008;31/12/2008;CREDITO FINALIZZATO ALL'ACQUISTO RATEALE E CREDITO REVOLVING (dal 1° luglio 2003 al 31 dicembre 2009);oltre 5.000 euro;10,89;16,335
01/10/2008;31/12/2008;MUTUI IPOTECARI A TASSO FISSO (dal 1° luglio 2004);intera distribuzione;6,3;9,45
01/10/2008;31/12/2008;MUTUI IPOTECARI A TASSO VARIABILE (dal 1° luglio 2004);intera distribuzione;6,3;9,45
01/01/2009;31/03/2009;APERTURE DI CREDITO IN CONTO CORRENTE;fino a 5.000 euro;12,27;18,405
01/01/2009;31/03/2009;APERTURE DI CREDITO IN CONTO CORRENTE;oltre 5.000 euro;9,12;13,68
01/01/2009;31/03/2009;ANTICIPI, SCONTI COMMERCIALI E ALTRI FINANZIAMENTI ALLE IMPRESE EFFETTUATI DALLE BANCHE (fino al 31 dicembre 2009);fino a 5.000 euro;6,89;10,335
01/01/2009;31/03/2009;ANTICIPI, SCONTI COMMERCIALI E ALTRI FINANZIAMENTI ALLE IMPRESE EFFETTUATI DALLE BANCHE (fino al 31 dicembre 2009);oltre 5.000 euro;6,22;9,33
01/01/2009;31/03/2009;FACTORING;fino a 50.000 euro;7,01;10,515
01/01/2009;31/03/2009;FACTORING;oltre 50.000 euro;6,28;9,42
01/01/2009;31/03/2009;CREDITI PERSONALI E ALTRI FINANZIAMENTI ALLE FAMIGLIE EFFETTUATI DALLE BANCHE (fino al 31 dicembre 2009);intera distribuzione;9,93;14,895
01/01/2009;31/03/2009;ANTICIPI, SCONTI COMMERCIALI, CREDITI PERSONALI E ALTRI FINANZIAMENTI EFFETTUATI DAGLI INTERMEDIARI NON BANCARI (fino al 31 dicembre 2009);fino a 5.000 euro;14,69;22,035
01/01/2009;31/03/2009;ANTICIPI, SCONTI COMMERCIALI, CREDITI PERSONALI E ALTRI FINANZIAMENTI EFFETTUATI DAGLI INTERMEDIARI NON BANCARI (fino al 31 dicembre 2009);oltre 5.000 euro;11,1;16,65
01/01/2009;31/03/2009;PRESTITI CONTRO CESSIONE DEL QUINTO DELLO STIPENDIO (fino al 31 dicembre 2009);fino a 5.000 euro;13,33;19,995
01/01/2009;31/03/2009;PRESTITI CONTRO CESSIONE DEL QUINTO DELLO STIPENDIO (fino al 31 dicembre 2009);oltre 5.000 euro;9,52;14,28
01/01/2009;31/03/2009;LEASING (fino al 31 dicembre 2009);fino a 5.000 euro;12,34;18,51
01/01/2009;31/03/2009;LEASING (fino al 31 dicembre 2009);oltre 5.000 fino a 25.000 euro;9,07;13,605
01/01/2009;31/03/2009;LEASING (fino al 31 dicembre 2009);oltre 25.000 fino a 50.000 euro;8,01;12,015
01/01/2009;31/03/2009;LEASING (fino al 31 dicembre 2009);oltre 50.000 euro;6,82;10,23
01/01/2009;31/03/2009;CREDITO FINALIZZATO ALL'ACQUISTO RATEALE E CREDITO REVOLVING (dal 1° luglio 2003 al 31 dicembre 2009);fino a 5.000 euro;16,29;24,435
01/01/2009;31/03/2009;CREDITO FINALIZZATO ALL'ACQUISTO RATEALE E CREDITO REVOLVING (dal 1° luglio 2003 al 31 dicembre 2009);oltre 5.000 euro;10,13;15,195
01/01/2009;31/03/2009;MUTUI IPOTECARI A TASSO FISSO (dal 1° luglio 2004);intera distribuzione;5,39;8,085
01/01/2009;31/03/2009;MUTUI IPOTECARI A TASSO VARIABILE (dal 1° luglio 2004);intera distribuzione;5,45;8,175
01/04/2009;30/06/2009;APERTURE DI CREDITO IN CONTO CORRENTE;fino a 5.000 euro;11,79;17,685
01/04/2009;30/06/2009;APERTURE DI CREDITO IN CONTO CORRENTE;oltre 5.000 euro;8,62;12,93
01/04/2009;30/06/2009;ANTICIPI, SCONTI COMMERCIALI E ALTRI FINANZIAMENTI ALLE IMPRESE EFFETTUATI DALLE BANCHE (fino al 31 dicembre 2009);fino a 5.000 euro;6,48;9,72
01/04/2009;30/06/2009;ANTICIPI, SCONTI COMMERCIALI E ALTRI FINANZIAMENTI ALLE IMPRESE EFFETTUATI DALLE BANCHE (fino al 31 dicembre 2009);oltre 5.000 euro;5,65;8,475
01/04/2009;30/06/2009;FACTORING;fino a 50.000 euro;6,52;9,78
01/04/2009;30/06/2009;FACTORING;oltre 50.000 euro;5,46;8,19
01/04/2009;30/06/2009;CREDITI PERSONALI E ALTRI FINANZIAMENTI ALLE FAMIGLIE EFFETTUATI DALLE BANCHE (fino al 31 dicembre 2009);intera distribuzione;9,03;13,545
01/04/2009;30/06/2009;ANTICIPI, SCONTI COMMERCIALI, CREDITI PERSONALI E ALTRI FINANZIAMENTI EFFETTUATI DAGLI INTERMEDIARI NON BANCARI (fino al 31 dicembre 2009);fino a 5.000 euro;14,08;21,12
01/04/2009;30/06/2009;ANTICIPI, SCONTI COMMERCIALI, CREDITI PERSONALI E ALTRI FINANZIAMENTI EFFETTUATI DAGLI INTERMEDIARI NON BANCARI (fino al 31 dicembre 2009);oltre 5.000 euro;10,58;15,87
01/04/2009;30/06/2009;PRESTITI CONTRO CESSIONE DEL QUINTO DELLO STIPENDIO (fino al 31 dicembre 2009);fino a 5.000 euro;12,97;19,455
01/04/2009;30/06/2009;PRESTITI CONTRO CESSIONE DEL QUINTO DELLO STIPENDIO (fino al 31 dicembre 2009);oltre 5.000 euro;8,97;13,455
01/04/2009;30/06/2009;LEASING (fino al 31 dicembre 2009);fino a 5.000 euro;12,1;18,15
01/04/2009;30/06/2009;LEASING (fino al 31 dicembre 2009);oltre 5.000 fino a 25.000 euro;8,55;12,825
01/04/2009;30/06/2009;LEASING (fino al 31 dicembre 2009);oltre 25.000 fino a 50.000 euro;7,45;11,175
01/04/2009;30/06/2009;LEASING (fino al 31 dicembre 2009);oltre 50.000 euro;6,28;9,42
01/04/2009;30/06/2009;CREDITO FINALIZZATO ALL'ACQUISTO RATEALE E CREDITO REVOLVING (dal 1° luglio 2003 al 31 dicembre 2009);fino a 5.000 euro;15,75;23,625
01/04/2009;30/06/2009;CREDITO FINALIZZATO ALL'ACQUISTO RATEALE E CREDITO REVOLVING (dal 1° luglio 2003 al 31 dicembre 2009);oltre 5.000 euro;9,7;14,55
01/04/2009;30/06/2009;MUTUI IPOTECARI A TASSO FISSO (dal 1° luglio 2004);intera distribuzione;4,42;6,63
01/04/2009;30/06/2009;MUTUI IPOTECARI A TASSO VARIABILE (dal 1° luglio 2004);intera distribuzione;4,58;6,87
01/07/2009;30/09/2009;APERTURE DI CREDITO IN CONTO CORRENTE;fino a 5.000 euro;11,59;17,385
01/07/2009;30/09/2009;APERTURE DI CREDITO IN CONTO CORRENTE;oltre 5.000 euro;8,32;12,48
01/07/2009;30/09/2009;ANTICIPI, SCONTI COMMERCIALI E ALTRI FINANZIAMENTI ALLE IMPRESE EFFETTUATI DALLE BANCHE (fino al 31 dicembre 2009);fino a 5.000 euro;6,34;9,51
01/07/2009;30/09/2009;ANTICIPI, SCONTI COMMERCIALI E ALTRI FINANZIAMENTI ALLE IMPRESE EFFETTUATI DALLE BANCHE (fino al 31 dicembre 2009);oltre 5.000 euro;5,19;7,785
01/07/2009;30/09/2009;FACTORING;fino a 50.000 euro;5,54;8,31
01/07/2009;30/09/2009;FACTORING;oltre 50.000 euro;4,38;6,57
01/07/2009;30/09/2009;CREDITI PERSONALI E ALTRI FINANZIAMENTI ALLE FAMIGLIE EFFETTUATI DALLE BANCHE (fino al 31 dicembre 2009);intera distribuzione;9,53;14,295
01/07/2009;30/09/2009;ANTICIPI, SCONTI COMMERCIALI, CREDITI PERSONALI E ALTRI FINANZIAMENTI EFFETTUATI DAGLI INTERMEDIARI NON BANCARI (fino al 31 dicembre 2009);fino a 5.000 euro;14,11;21,165
01/07/2009;30/09/2009;ANTICIPI, SCONTI COMMERCIALI, CREDITI PERSONALI E ALTRI FINANZIAMENTI EFFETTUATI DAGLI INTERMEDIARI NON BANCARI (fino al 31 dicembre 2009);oltre 5.000 euro;10,73;16,095
01/07/2009;30/09/2009;PRESTITI CONTRO CESSIONE DEL QUINTO DELLO STIPENDIO (fino al 31 dicembre 2009);fino a 5.000 euro;12,58;18,87
01/07/2009;30/09/2009;PRESTITI CONTRO CESSIONE DEL QUINTO DELLO STIPENDIO (fino al 31 dicembre 2009);oltre 5.000 euro;9,21;13,815
01/07/2009;30/09/2009;LEASING (fino al 31 dicembre 2009);fino a 5.000 euro;11,57;17,355
01/07/2009;30/09/2009;LEASING (fino al 31 dicembre 2009);oltre 5.000 fino a 25.000 euro;8,19;12,285
01/07/2009;30/09/2009;LEASING (fino al 31 dicembre 2009);oltre 25.000 fino a 50.000 euro;6,91;10,365
01/07/2009;30/09/2009;LEASING (fino al 31 dicembre 2009);oltre 50.000 euro;5,58;8,37
01/07/2009;30/09/2009;CREDITO FINALIZZATO ALL'ACQUISTO RATEALE E CREDITO REVOLVING (dal 1° luglio 2003 al 31 dicembre 2009);fino a 5.000 euro;16,35;24,525
01/07/2009;30/09/2009;CREDITO FINALIZZATO ALL'ACQUISTO RATEALE E CREDITO REVOLVING (dal 1° luglio 2003 al 31 dicembre 2009);oltre 5.000 euro;10,13;15,195
01/07/2009;30/09/2009;MUTUI IPOTECARI A TASSO FISSO (dal 1° luglio 2004);intera distribuzione;4,46;6,69
01/07/2009;30/09/2009;MUTUI IPOTECARI A TASSO VARIABILE (dal 1° luglio 2004);intera distribuzione;3,39;5,085
01/10/2009;31/12/2009;APERTURE DI CREDITO IN CONTO CORRENTE;fino a 5.000 euro;11,76;17,64
01/10/2009;31/12/2009;APERTURE DI CREDITO IN CONTO CORRENTE;oltre 5.000 euro;8,51;12,765
01/10/2009;31/12/2009;ANTICIPI, SCONTI COMMERCIALI E ALTRI FINANZIAMENTI ALLE IMPRESE EFFETTUATI DALLE BANCHE (fino al 31 dicembre 2009);fino a 5.000 euro;6,48;9,72
01/10/2009;31/12/2009;ANTICIPI, SCONTI COMMERCIALI E ALTRI FINANZIAMENTI ALLE IMPRESE EFFETTUATI DALLE BANCHE (fino al 31 dicembre 2009);oltre 5.000 euro;5,27;7,905
01/10/2009;31/12/2009;FACTORING;fino a 50.000 euro;5,46;8,19
01/10/2009;31/12/2009;FACTORING;oltre 50.000 euro;4,37;6,555
01/10/2009;31/12/2009;CREDITI PERSONALI E ALTRI FINANZIAMENTI ALLE FAMIGLIE EFFETTUATI DALLE BANCHE (fino al 31 dicembre 2009);intera distribuzione;9,77;14,655
01/10/2009;31/12/2009;ANTICIPI, SCONTI COMMERCIALI, CREDITI PERSONALI E ALTRI FINANZIAMENTI EFFETTUATI DAGLI INTERMEDIARI NON BANCARI (fino al 31 dicembre 2009);fino a 5.000 euro;14,4;21,6
01/10/2009;31/12/2009;ANTICIPI, SCONTI COMMERCIALI, CREDITI PERSONALI E ALTRI FINANZIAMENTI EFFETTUATI DAGLI INTERMEDIARI NON BANCARI (fino al 31 dicembre 2009);oltre 5.000 euro;10,94;16,41
01/10/2009;31/12/2009;PRESTITI CONTRO CESSIONE DEL QUINTO DELLO STIPENDIO (fino al 31 dicembre 2009);fino a 5.000 euro;12,04;18,06
01/10/2009;31/12/2009;PRESTITI CONTRO CESSIONE DEL QUINTO DELLO STIPENDIO (fino al 31 dicembre 2009);oltre 5.000 euro;9,18;13,77
01/10/2009;31/12/2009;LEASING (fino al 31 dicembre 2009);fino a 5.000 euro;11,33;16,995
01/10/2009;31/12/2009;LEASING (fino al 31 dicembre 2009);oltre 5.000 fino a 25.000 euro;8,53;12,795
01/10/2009;31/12/2009;LEASING (fino al 31 dicembre 2009);oltre 25.000 fino a 50.000 euro;7,08;10,62
01/10/2009;31/12/2009;LEASING (fino al 31 dicembre 2009);oltre 50.000 euro;5,53;8,295
01/10/2009;31/12/2009;CREDITO FINALIZZATO ALL'ACQUISTO RATEALE E CREDITO REVOLVING (dal 1° luglio 2003 al 31 dicembre 2009);fino a 5.000 euro;17,12;25,68
01/10/2009;31/12/2009;CREDITO FINALIZZATO ALL'ACQUISTO RATEALE E CREDITO REVOLVING (dal 1° luglio 2003 al 31 dicembre 2009);oltre 5.000 euro;10,76;16,14
01/10/2009;31/12/2009;MUTUI IPOTECARI A TASSO FISSO (dal 1° luglio 2004);intera distribuzione;5,19;7,785
01/10/2009;31/12/2009;MUTUI IPOTECARI A TASSO VARIABILE (dal 1° luglio 2004);intera distribuzione;3,25;4,875
01/01/2010;31/03/2010;APERTURE DI CREDITO IN CONTO CORRENTE;fino a 5.000 euro;12,85;19,275
01/01/2010;31/03/2010;APERTURE DI CREDITO IN CONTO CORRENTE;oltre 5.000 euro;9,59;14,385
01/01/2010;31/03/2010;SCOPERTI SENZA AFFIDAMENTO (dal 1° gennaio 2010);fino a 1.500 euro;19,96;29,94
01/01/2010;31/03/2010;SCOPERTI SENZA AFFIDAMENTO (dal 1° gennaio 2010);oltre 1.500 euro;13,12;19,68
01/01/2010;31/03/2010;ANTICIPI, SCONTI COMMERCIALI E ALTRI FINANZIAMENTI ALLE IMPRESE (I trimestre 2010);fino a 5.000 euro;10,26;15,39
01/01/2010;31/03/2010;ANTICIPI, SCONTI COMMERCIALI E ALTRI FINANZIAMENTI ALLE IMPRESE (I trimestre 2010);oltre 5.000 euro;5,43;8,145
01/01/2010;31/03/2010;FACTORING;fino a 50.000 euro;6,14;9,21
01/01/2010;31/03/2010;FACTORING;oltre 50.000 euro;4,05;6,075
01/01/2010;31/03/2010;CREDITO PERSONALE (dal 1° gennaio 2010);intera distribuzione;12,53;18,795
01/01/2010;31/03/2010;ALTRI FINANZIAMENTI ALLE FAMIGLIE EFFETTUATI DALLE BANCHE (I trimestre 2010);intera distribuzione;18,13;27,195
01/01/2010;31/03/2010;ALTRI FINANZIAMENTI ALLE FAMIGLIE EFFETTUATI DAGLI INTERMEDIARI NON BANCARI (I trimestre 2010);intera distribuzione;14,41;21,615
01/01/2010;31/03/2010;LEASING AUTOVEICOLI E AERONAVALI (dal 1° gennaio 2010);fino a 25.000 euro;14,31;21,465
01/01/2010;31/03/2010;LEASING AUTOVEICOLI E AERONAVALI (dal 1° gennaio 2010);oltre 25.000 euro;12,67;19,005
01/01/2010;31/03/2010;LEASING IMMOBILIARE (dal 1° gennaio 2010 al 31 marzo 2011);intera distribuzione;4,39;6,585
01/01/2010;31/03/2010;LEASING STRUMENTALE (dal 1° gennaio 2010);fino a 25.000 euro;10,34;15,51
01/01/2010;31/03/2010;LEASING STRUMENTALE (dal 1° gennaio 2010);oltre 25.000 euro;6,56;9,84
01/01/2010;31/03/2010;CREDITO FINALIZZATO ALL'ACQUISTO RATEALE (dal 1° gennaio 2010);fino a 5.000 euro;14,18;21,27
01/01/2010;31/03/2010;CREDITO FINALIZZATO ALL'ACQUISTO RATEALE (dal 1° gennaio 2010);oltre 5.000 euro;12,17;18,255
01/01/2010;31/03/2010;CREDITO REVOLVING (dal 1° gennaio 2010);fino a 5.000 euro;16,97;25,455
01/01/2010;31/03/2010;CREDITO REVOLVING (dal 1° gennaio 2010);oltre 5.000 euro;12,79;19,185
01/01/2010;31/03/2010;MUTUI IPOTECARI A TASSO FISSO (dal 1° luglio 2004);intera distribuzione;5,36;8,04
01/01/2010;31/03/2010;MUTUI IPOTECARI A TASSO VARIABILE (dal 1° luglio 2004);intera distribuzione;2,92;4,38
01/01/2010;31/03/2010;PRESTITI CONTRO CESSIONE DEL QUINTO STIPENDIO E PENSIONE (dal 1° gennaio 2010);fino a 5.000 euro;15,43;23,145
01/01/2010;31/03/2010;PRESTITI CONTRO CESSIONE DEL QUINTO STIPENDIO E PENSIONE (dal 1° gennaio 2010);oltre 5.000 euro;12,46;18,69
01/04/2010;30/06/2010;APERTURE DI CREDITO IN CONTO CORRENTE;fino a 5.000 euro;12,48;18,72
01/04/2010;30/06/2010;APERTURE DI CREDITO IN CONTO CORRENTE;oltre 5.000 euro;9,82;14,73
01/04/2010;30/06/2010;SCOPERTI SENZA AFFIDAMENTO (dal 1° gennaio 2010);fino a 1.500 euro;18,49;27,735
01/04/2010;30/06/2010;SCOPERTI SENZA AFFIDAMENTO (dal 1° gennaio 2010);oltre 1.500 euro;13,12;19,68
01/04/2010;30/06/2010;ANTICIPI E SCONTI (dal 1° aprile 2010);fino a 5.000 euro;9,74;14,61
01/04/2010;30/06/2010;ANTICIPI E SCONTI (dal 1° aprile 2010);da 5.000 a 100.000 euro;6,31;9,465
01/04/2010;30/06/2010;ANTICIPI E SCONTI (dal 1° aprile 2010);oltre 100.000 euro;4,28;6,42
01/04/2010;30/06/2010;FACTORING;fino a 50.000 euro;5,53;8,295
01/04/2010;30/06/2010;FACTORING;oltre 50.000 euro;3,73;5,595
01/04/2010;30/06/2010;CREDITO PERSONALE (dal 1° gennaio 2010);intera distribuzione;11,94;17,91
01/04/2010;30/06/2010;ALTRI FINANZIAMENTI ALLE FAMIGLIE E ALLE IMPRESE (dal 1° aprile 2010);intera distribuzione;13,35;20,025
01/04/2010;30/06/2010;LEASING AUTOVEICOLI E AERONAVALI (dal 1° gennaio 2010);fino a 25.000 euro;10,73;16,095
01/04/2010;30/06/2010;LEASING AUTOVEICOLI E AERONAVALI (dal 1° gennaio 2010);oltre 25.000 euro;8,77;13,155
01/04/2010;30/06/2010;LEASING IMMOBILIARE (dal 1° gennaio 2010 al 31 marzo 2011);intera distribuzione;3,86;5,79
01/04/2010;30/06/2010;LEASING STRUMENTALE (dal 1° gennaio 2010);fino a 25.000 euro;9,23;13,845
01/04/2010;30/06/2010;LEASING STRUMENTALE (dal 1° gennaio 2010);oltre 25.000 euro;5,55;8,325
01/04/2010;30/06/2010;CREDITO FINALIZZATO ALL'ACQUISTO RATEALE (dal 1° gennaio 2010);fino a 5.000 euro;13,12;19,68
01/04/2010;30/06/2010;CREDITO FINALIZZATO ALL'ACQUISTO RATEALE (dal 1° gennaio 2010);oltre 5.000 euro;11,53;17,295
01/04/2010;30/06/2010;CREDITO REVOLVING (dal 1° gennaio 2010);fino a 5.000 euro;17,37;26,055
01/04/2010;30/06/2010;CREDITO REVOLVING (dal 1° gennaio 2010);oltre 5.000 euro;13,01;19,515
01/04/2010;30/06/2010;MUTUI IPOTECARI A TASSO FISSO (dal 1° luglio 2004);intera distribuzione;5,17;7,755
01/04/2010;30/06/2010;MUTUI IPOTECARI A TASSO VARIABILE (dal 1° luglio 2004);intera distribuzione;2,63;3,945
01/04/2010;30/06/2010;PRESTITI CONTRO CESSIONE DEL QUINTO STIPENDIO E PENSIONE (dal 1° gennaio 2010);fino a 5.000 euro;14,86;22,29
01/04/2010;30/06/2010;PRESTITI CONTRO CESSIONE DEL QUINTO STIPENDIO E PENSIONE (dal 1° gennaio 2010);oltre 5.000 euro;11,88;17,82
01/07/2010;30/09/2010;APERTURE DI CREDITO IN CONTO CORRENTE;fino a 5.000 euro;11,5;17,25
01/07/2010;30/09/2010;APERTURE DI CREDITO IN CONTO CORRENTE;oltre 5.000 euro;9,14;13,71
01/07/2010;30/09/2010;SCOPERTI SENZA AFFIDAMENTO (dal 1° gennaio 2010);fino a 1.500 euro;16,28;24,42
01/07/2010;30/09/2010;SCOPERTI SENZA AFFIDAMENTO (dal 1° gennaio 2010);oltre 1.500 euro;13,21;19,815
01/07/2010;30/09/2010;ANTICIPI E SCONTI (dal 1° aprile 2010);fino a 5.000 euro;7,33;10,995
01/07/2010;30/09/2010;ANTICIPI E SCONTI (dal 1° aprile 2010);da 5.000 a 100.000 euro;5,93;8,895
01/07/2010;30/09/2010;ANTICIPI E SCONTI (dal 1° aprile 2010);oltre 100.000 euro;4,12;6,18
01/07/2010;30/09/2010;FACTORING;fino a 50.000 euro;5,28;7,92
01/07/2010;30/09/2010;FACTORING;oltre 50.000 euro;3,57;5,355
01/07/2010;30/09/2010;CREDITO PERSONALE (dal 1° gennaio 2010);intera distribuzione;11,55;17,325
01/07/2010;30/09/2010;ALTRI FINANZIAMENTI ALLE FAMIGLIE E ALLE IMPRESE (dal 1° aprile 2010);intera distribuzione;13,08;19,62
01/07/2010;30/09/2010;LEASING AUTOVEICOLI E AERONAVALI (dal 1° gennaio 2010);fino a 25.000 euro;9,12;13,68
01/07/2010;30/09/2010;LEASING AUTOVEICOLI E AERONAVALI (dal 1° gennaio 2010);oltre 25.000 euro;7,34;11,01
01/07/2010;30/09/2010;LEASING IMMOBILIARE (dal 1° gennaio 2010 al 31 marzo 2011);intera distribuzione;3,7;5,55
01/07/2010;30/09/2010;LEASING STRUMENTALE (dal 1° gennaio 2010);fino a 25.000 euro;9,46;14,19
01/07/2010;30/09/2010;LEASING STRUMENTALE (dal 1° gennaio 2010);oltre 25.000 euro;5,41;8,115
01/07/2010;30/09/2010;CREDITO FINALIZZATO ALL'ACQUISTO RATEALE (dal 1° gennaio 2010);fino a 5.000 euro;12,19;18,285
01/07/2010;30/09/2010;CREDITO FINALIZZATO ALL'ACQUISTO RATEALE (dal 1° gennaio 2010);oltre 5.000 euro;10,93;16,395
01/07/2010;30/09/2010;CREDITO REVOLVING (dal 1° gennaio 2010);fino a 5.000 euro;17,37;26,055
01/07/2010;30/09/2010;CREDITO REVOLVING (dal 1° gennaio 2010);oltre 5.000 euro;13,12;19,68
01/07/2010;30/09/2010;MUTUI IPOTECARI A TASSO FISSO (dal 1° luglio 2004);intera distribuzione;4,99;7,485
01/07/2010;30/09/2010;MUTUI IPOTECARI A TASSO VARIABILE (dal 1° luglio 2004);intera distribuzione;2,56;3,84
01/07/2010;30/09/2010;PRESTITI CONTRO CESSIONE DEL QUINTO STIPENDIO E PENSIONE (dal 1° gennaio 2010);fino a 5.000 euro;14,22;21,33
01/07/2010;30/09/2010;PRESTITI CONTRO CESSIONE DEL QUINTO STIPENDIO E PENSIONE (dal 1° gennaio 2010);oltre 5.000 euro;11,25;16,875
01/10/2010;31/12/2010;APERTURE DI CREDITO IN CONTO CORRENTE;fino a 5.000 euro;11,38;17,07
01/10/2010;31/12/2010;APERTURE DI CREDITO IN CONTO CORRENTE;oltre 5.000 euro;9,15;13,725
01/10/2010;31/12/2010;SCOPERTI SENZA AFFIDAMENTO (dal 1° gennaio 2010);fino a 1.500 euro;16,47;24,705
01/10/2010;31/12/2010;SCOPERTI SENZA AFFIDAMENTO (dal 1° gennaio 2010);oltre 1.500 euro;13,42;20,13
01/10/2010;31/12/2010;ANTICIPI E SCONTI (dal 1° aprile 2010);fino a 5.000 euro;5,58;8,37
01/10/2010;31/12/2010;ANTICIPI E SCONTI (dal 1° aprile 2010);da 5.000 a 100.000 euro;5,95;8,925
01/10/2010;31/12/2010;ANTICIPI E SCONTI (dal 1° aprile 2010);oltre 100.000 euro;3,78;5,67
01/10/2010;31/12/2010;FACTORING;fino a 50.000 euro;4,99;7,485
01/10/2010;31/12/2010;FACTORING;oltre 50.000 euro;3,45;5,175
01/10/2010;31/12/2010;CREDITO PERSONALE (dal 1° gennaio 2010);intera distribuzione;11,26;16,89
01/10/2010;31/12/2010;ALTRI FINANZIAMENTI ALLE FAMIGLIE E ALLE IMPRESE (dal 1° aprile 2010);intera distribuzione;12,33;18,495
01/10/2010;31/12/2010;LEASING AUTOVEICOLI E AERONAVALI (dal 1° gennaio 2010);fino a 25.000 euro;8,79;13,185
01/10/2010;31/12/2010;LEASING AUTOVEICOLI E AERONAVALI (dal 1° gennaio 2010);oltre 25.000 euro;7;10,5
01/10/2010;31/12/2010;LEASING IMMOBILIARE (dal 1° gennaio 2010 al 31 marzo 2011);intera distribuzione;3,47;5,205
01/10/2010;31/12/2010;LEASING STRUMENTALE (dal 1° gennaio 2010);fino a 25.000 euro;8,9;13,35
01/10/2010;31/12/2010;LEASING STRUMENTALE (dal 1° gennaio 2010);oltre 25.000 euro;4,81;7,215
01/10/2010;31/12/2010;CREDITO FINALIZZATO ALL'ACQUISTO RATEALE (dal 1° gennaio 2010);fino a 5.000 euro;10,95;16,425
01/10/2010;31/12/2010;CREDITO FINALIZZATO ALL'ACQUISTO RATEALE (dal 1° gennaio 2010);oltre 5.000 euro;10,66;15,99
01/10/2010;31/12/2010;CREDITO REVOLVING (dal 1° gennaio 2010);fino a 5.000 euro;17,33;25,995
